iter	Logloss
207	0.4457941986
208	0.4456676124
209	0.4455043154
210	0.4452812043
211	0.4451036475
212	0.4449632831
213	0.4448199769
214	0.4445639403
215	0.4443589074
216	0.4442124827
217	0.4440846185
218	0.4438947021
219	0.4436632508
220	0.4434033754
221	0.4432190285
222	0.4430191041
223	0.4427942543
224	0.4425935697
225	0.4423434275
226	0.4422040701
227	0.4419613533
228	0.4418063749
229	0.4416293513
230	0.4415394672
231	0.4412982766
232	0.4409909883
233	0.4408496271
234	0.4406324823
235	0.4403385842
236	0.4401503858
237	0.4399122139
238	0.4397286355
239	0.439608507
240	0.4393878763
241	0.4392598668
242	0.4390230722
243	0.4388898608
244	0.4386959064
245	0.438512373
246	0.4383542164
247	0.4382313818
248	0.4381712127
249	0.4379745547
250	0.4378390845
251	0.437690919
252	0.4375180989
253	0.4373897105
254	0.4372406305
255	0.4371359531
256	0.4370340099
257	0.4368176857
258	0.436707666
259	0.4366178831
260	0.436529186
261	0.4363492243
262	0.4362133983
263	0.436021002
264	0.4359295637
265	0.4357493557
266	0.4356551217
267	0.4354190189
268	0.4352648283
269	0.4349726039
270	0.4347646181
271	0.4346283467
272	0.4344687724
273	0.4342094141
274	0.4340069904
275	0.4338815319
276	0.4337070899
277	0.4335920745
278	0.4333443326
279	0.4331938208
280	0.4330116901
281	0.4329067961
282	0.4327009877
283	0.4324168225
284	0.4322653405
285	0.4320986894
286	0.4319807966
287	0.4318584316
288	0.4316851749
289	0.4315347607
290	0.4314261916
291	0.4312773591
292	0.4311412094
293	0.4310437009
294	0.4309280198
295	0.4308072577
296	0.4306069218
297	0.4304539067
298	0.4302276178
299	0.4301447931
300	0.4300248015
301	0.4297460508
302	0.4296270138
303	0.4295046606
304	0.4293856833
305	0.4292175389
306	0.4290112833
307	0.428873838
308	0.4287557325
309	0.4286348452
310	0.4284503008
311	0.4283354626
312	0.428131467
313	0.427991761
314	0.4278806071
315	0.4277492604
316	0.4275623996
317	0.4274129273
318	0.4272661709
319	0.4271523076
320	0.4269725556
321	0.4267733786
322	0.4266031546
323	0.426447982
324	0.4262938327
325	0.426089132
326	0.4259430325
327	0.4257063579
328	0.4256473083
329	0.4255452976
330	0.4253371613
331	0.4252374443
332	0.425059671
333	0.4249578582
334	0.4248508354
335	0.4247535502
336	0.4245839436
337	0.4244495279
338	0.4243556299
339	0.4242245287
340	0.4240961512
341	0.4238801702
342	0.4237386048
343	0.4235796043
344	0.4235135134
345	0.4233575753
346	0.4231911803
347	0.4230532321
348	0.4229582644
349	0.422869046
350	0.422739001
351	0.422615629
352	0.4224639485
353	0.422274858
354	0.4220863389
355	0.4218797315
356	0.4217760749
357	0.4216611834
358	0.4215940826
359	0.4214386011
360	0.4213113321
361	0.4212267585
362	0.4210992009
363	0.4210127281
364	0.4208732855
365	0.4207472258
366	0.4206599521
367	0.420449304
368	0.4203761062
369	0.4201988833
370	0.4200146375
371	0.4199077074
372	0.4197727435
373	0.4196441652
374	0.4195461867
375	0.4194141154
376	0.4193169375
377	0.4192027333
378	0.4190629222
379	0.4189245366
380	0.4188025086
381	0.4186125751
382	0.4185250858
383	0.4183995765
384	0.4183196687
385	0.4181593311
386	0.4180836964
387	0.4179419584
388	0.417768276
389	0.4177064618
390	0.4175808626
391	0.4174902626
392	0.417403146
393	0.4172526057
394	0.4171626753
395	0.4170529343
396	0.4169767889
397	0.4168326131
398	0.4167207122
399	0.4165529928
400	0.416410015
401	0.4162856342
402	0.4161905377
403	0.4161439255
404	0.4160237607
405	0.415900338
406	0.4156898207
407	0.4156127868
408	0.4154430927
409	0.4152773538
410	0.4151845223
411	0.4150804132
412	0.4149586453
413	0.4148338237
414	0.4147220513
415	0.4146533225
416	0.4145582716
417	0.4144722384
418	0.414395513
419	0.4143060227
420	0.4142178591
421	0.414175928
422	0.4140808756
423	0.4138974878
424	0.413706157
425	0.413537959
426	0.4134559854
427	0.413344368
428	0.4132734037
429	0.4132004785
430	0.4130833382
431	0.4129354824
432	0.4127371015
433	0.4126125857
434	0.4124602217
435	0.4123288046
436	0.4121992621
437	0.4120219083
438	0.4118859448
439	0.4117341251
440	0.4116984532
441	0.4115931382
442	0.4115028248
443	0.4114611293
444	0.4113379246
445	0.4112717638
446	0.4111415643
447	0.4109575694
448	0.410910531
449	0.4107668762
450	0.4106427862
451	0.4105737546
452	0.4104473811
453	0.4101826462
454	0.4100263241
455	0.40994619
456	0.4097979765
457	0.4096906295
458	0.4095637139
459	0.4094824097
460	0.4093448492
461	0.4092450173
462	0.409106285
463	0.4090164582
464	0.4088738783
465	0.4087840943
466	0.4087201789
467	0.408646241
468	0.4085514389
469	0.4084624347
470	0.4083309681
471	0.4082118932
472	0.4081681326
473	0.4080893305
474	0.4080543265
475	0.4079189348
476	0.4078263441
477	0.4077178272
478	0.4075743864
479	0.4075214377
480	0.407329503
481	0.4071893826
482	0.4070452377
483	0.4069126904
484	0.4067846978
485	0.406633795
486	0.4065441823
487	0.4064630755
488	0.4063741046
489	0.4062625121
490	0.4061870876
491	0.4060980783
492	0.4060216476
493	0.4058660351
494	0.4058164821
495	0.4057364409
496	0.4056453622
497	0.4054396254
498	0.4053276943
499	0.4052007245
500	0.4050900087
501	0.4049955781
502	0.4049037202
503	0.4047788778
504	0.4046924151
505	0.4045523482
506	0.4044479176
507	0.404332261
508	0.4041728179
509	0.4041122883
510	0.4040026595
511	0.4039189725
512	0.4037367917
513	0.4035890572
514	0.4035573942
515	0.4034306069
516	0.4032492616
517	0.4031487588
518	0.4030869843
519	0.4029442114
520	0.4028631333
521	0.4027659618
522	0.4027274553
523	0.4026263815
524	0.4025593988
525	0.4024228346
526	0.4022519637
527	0.4021578683
528	0.4020641398
529	0.4019994906
530	0.4018505278
531	0.401786897
532	0.4016785459
533	0.4015502931
534	0.4014843202
535	0.401418969
536	0.4013188744
537	0.4012406533
538	0.4011732482
539	0.4011532978
540	0.4011160877
541	0.401019861
542	0.4008831601
543	0.4007880481
544	0.4006604484
545	0.4005897714
546	0.4005543819
547	0.4004650154
548	0.4003800906
549	0.4003131906
550	0.4002203865
551	0.4001498432
552	0.4000296927
553	0.3998546119
554	0.3997468471
555	0.3996674735
556	0.3995716172
557	0.399543099
558	0.3994115063
559	0.3993177853
560	0.3992315569
561	0.3991508422
562	0.3990467768
563	0.3988772463
564	0.3988271629
565	0.3986665532
566	0.3985290321
567	0.3984021539
568	0.3983020164
569	0.3982017181
570	0.398131525
571	0.3980366274
572	0.3979039698
573	0.3977378258
574	0.3976426734
575	0.3975730928
576	0.3974196452
577	0.3973059387
578	0.3972295281
579	0.3971362237
580	0.3970369876
581	0.3969972723
582	0.3969783385
583	0.3969234317
584	0.3967375712
585	0.3967052756
586	0.396595962
587	0.3964951243
588	0.3963812911
589	0.3962976185
590	0.3962022045
591	0.3961527811
592	0.3960960981
593	0.3960389868
594	0.3959842041
595	0.3959010256
596	0.3958181075
597	0.3957048959
598	0.395669397
599	0.3955952623
600	0.3954818987
601	0.3954030168
602	0.3953329858
603	0.3952992441
604	0.3952168409
605	0.3951173098
606	0.3950434572
607	0.3949631972
608	0.3948576898
609	0.3947744582
610	0.3945876901
611	0.3944752503
612	0.3944114538
613	0.3943188777
614	0.3942365077
615	0.3941453182
616	0.3940910194
617	0.3939841849
618	0.3938261301
619	0.3936951542
620	0.3936056873
621	0.393539502
622	0.3934081402
623	0.3933600692
624	0.3932310281
625	0.3931529373
626	0.393054359
627	0.3929960806
628	0.392910842
629	0.3927492637
630	0.3926720758
631	0.3925376683
632	0.3924642303
633	0.3924156882
634	0.3923788135
635	0.392314358
636	0.3921926357
637	0.3921369894
638	0.3920369498
639	0.3919605512
640	0.3919380085
641	0.3918505636
642	0.3917070279
643	0.3916261945
644	0.3915230848
645	0.3914539383
646	0.3913555637
647	0.3911762962
648	0.3910585932
649	0.3909591719
650	0.3908625569
651	0.3908216181
652	0.3907267189
653	0.3906908844
654	0.3905845402
655	0.3905327756
656	0.3904844293
657	0.3904550177
658	0.3903951613
659	0.3903766518
660	0.390300572
661	0.3902277987
662	0.3901663437
663	0.3901086766
664	0.3899481401
665	0.3898188159
666	0.3897664773
667	0.3897176334
668	0.3896797568
669	0.3895700591
670	0.3894763506
671	0.3894117109
672	0.3893204378
673	0.3892468585
674	0.3891499032
675	0.3890888344
676	0.389008678
677	0.3889045404
678	0.3888635121
679	0.3888364071
680	0.3887639501
681	0.3886680298
682	0.3885302256
683	0.3883912609
684	0.3883459026
685	0.3882942935
686	0.3882127061
687	0.3880852833
688	0.3880368072
689	0.387916798
690	0.3878202573
691	0.3877928539
692	0.3876457838
693	0.3875044397
694	0.3874330888
695	0.3873346603
696	0.387250674
697	0.3871628517
698	0.3870646193
699	0.3869390185
700	0.386871961
701	0.3867157433
702	0.3865322769
703	0.3864515777
704	0.3863507461
705	0.3862231417
706	0.3861184485
707	0.3860312911
708	0.3859553371
709	0.3859231394
710	0.3858426676
711	0.3858043382
712	0.3856887637
713	0.3856087096
714	0.3855204665
715	0.3854701869
716	0.3854295047
717	0.3852894961
718	0.3851731909
719	0.3851045851
720	0.3850476374
721	0.3849966722
722	0.3849380071
723	0.3848813117
724	0.3847832984
725	0.3847010783
726	0.3846846901
727	0.3845774277
728	0.384442869
729	0.3843614221
730	0.3842845931
731	0.3842643548
732	0.3841805608
733	0.3840870876
734	0.384009971
735	0.3839537626
736	0.3839010195
737	0.3838340265
738	0.3837575158
739	0.3837287404
740	0.3836623607
741	0.3836053474
742	0.3835348007
743	0.3833783901
744	0.3833097516
745	0.3832864255
746	0.3832657371
747	0.3831625556
748	0.3830439926
749	0.3829680373
750	0.3829202513
751	0.3827879313
752	0.3827321161
753	0.3826401488
754	0.3825351033
755	0.382410655
756	0.382354413
757	0.3822745743
758	0.3822508811
759	0.3821970918
760	0.3820924549
761	0.3820338442
762	0.3819520321
763	0.3818304516
764	0.3817868564
765	0.3816909693
766	0.3815863523
767	0.3815296983
768	0.3814386797
769	0.3813326349
770	0.3812624412
771	0.3811958949
772	0.381111182
773	0.3810733708
774	0.3809674093
775	0.3809186457
776	0.3808873468
777	0.3808285379
778	0.3807724966
779	0.3807153049
780	0.3806613329
781	0.3805478766
782	0.3803395655
783	0.3801805158
784	0.3800827215
785	0.3800334068
786	0.379988064
787	0.3799297307
788	0.3798770758
789	0.3797854074
790	0.3797214331
791	0.379678775
792	0.3796118775
793	0.3795423592
794	0.3794756007
795	0.3794193132
796	0.379319743
797	0.3792269591
798	0.3791787081
799	0.379097772
800	0.3790189557
801	0.3789882602
802	0.3789284194
803	0.378904971
804	0.3788019333
805	0.3787077112
806	0.3786421398
807	0.3785162077
808	0.3784799703
809	0.3783988585
810	0.3782780532
811	0.3782040971
812	0.3780826395
813	0.3780331594
814	0.3779977383
815	0.3779560957
816	0.3779369832
817	0.3778192256
818	0.3777616322
819	0.3776450976
820	0.3775804624
821	0.3774962147
822	0.3774572238
823	0.3774245454
824	0.3773571636
825	0.3772562418
826	0.3771628843
827	0.377041454
828	0.376984925
829	0.3768924785
830	0.3768300496
831	0.3767553437
832	0.3766974641
833	0.3766732254
834	0.3765976995
835	0.3765231349
836	0.3764547251
837	0.3763451494
838	0.3762610946
839	0.3762453583
840	0.3761689162
841	0.3760915325
842	0.3760269503
843	0.3759349801
844	0.375876437
845	0.3758088453
846	0.3757713938
847	0.3757152538
848	0.3756868633
849	0.3756302015
850	0.3755573219
851	0.3754893024
852	0.3753964161
853	0.3752474821
854	0.3751945183
855	0.3751475696
856	0.3750543793
857	0.3749936368
858	0.3749372861
859	0.3748865298
860	0.3748289567
861	0.3747695515
862	0.3747082332
863	0.3746179101
864	0.3745438039
865	0.3744630791
866	0.3744378257
867	0.3743707464
868	0.3743224612
869	0.3742306424
870	0.3740480388
871	0.3739929106
872	0.3739318367
873	0.3738688522
874	0.3737361693
875	0.3736533465
876	0.3735547288
877	0.3735236123
878	0.3734462741
879	0.3733412883
880	0.3732636118
881	0.3732018554
882	0.3731425018
883	0.3731342844
884	0.3731015279
885	0.3730755291
886	0.3730228323
887	0.3729182982
888	0.3728747438
889	0.3727843254
890	0.372736787
891	0.3726767746
892	0.3725718075
893	0.3724595213
894	0.3724093785
895	0.3723128308
896	0.3722349334
897	0.3721444147
898	0.372082417
899	0.3720380084
900	0.3720011422
901	0.3719690932
902	0.3718840064
903	0.3718116263
904	0.3717940383
905	0.3716766079
906	0.3715494612
907	0.3714477684
908	0.3713326982
909	0.3711235564
910	0.3710604524
911	0.3709373161
912	0.3708350846
913	0.3708066721
914	0.3707551113
915	0.3706852838
916	0.370616648
917	0.3705535319
918	0.3704786207
919	0.3703274265
920	0.3702657002
921	0.3701570613
922	0.3699369677
923	0.3699030806
924	0.3698628769
925	0.3697459337
926	0.3696565889
927	0.3694348745
928	0.3693329772
929	0.3692500862
930	0.3691879629
931	0.3690549268
932	0.3690029929
933	0.3689097028
934	0.3688354737
935	0.3687519418
936	0.3686679817
937	0.3686058665
938	0.3685195256
939	0.3684356708
940	0.3683725218
941	0.3683152164
942	0.3682494285
943	0.3681852592
944	0.3681425467
945	0.3680787767
946	0.3679887577
947	0.3678783686
948	0.367819747
949	0.3677608384
950	0.3676764883
951	0.3675928441
952	0.3675284491
953	0.3674579931
954	0.3674119073
955	0.3673261085
956	0.3672247527
957	0.3671718483
958	0.3670811085
959	0.3670007257
960	0.3669451647
961	0.3669258112
962	0.3668530531
963	0.3668089089
964	0.3667446487
965	0.3666870345
966	0.3666292392
967	0.3665870185
968	0.3665738585
969	0.3665207007
970	0.366474569
971	0.3664255572
972	0.3663109316
973	0.3662268276
974	0.3661535796
975	0.366064653
976	0.3660630863
977	0.3660179263
978	0.365982319
979	0.3659808728
980	0.3659377398
981	0.3658881339
982	0.3658383431
983	0.3657817253
984	0.3657641289
985	0.3657458964
986	0.3657222807
987	0.3656624989
988	0.3656181832
989	0.3654557157
990	0.3653905415
991	0.3653113258
992	0.3652783588
993	0.365261619
994	0.3651909592
995	0.3651367103
996	0.365013778
997	0.3648712695
998	0.3648136696
999	0.3647842157
